
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2003-04-03;10.481,97;473430450138;10.287,59;666856357890;10.318,13;98690395382;10.384,66;81592792555;10.303,39;844609171016;10.285,22;355466898455;10.429,73;300896809656
2003-04-04;10.518,11;476514042066;10.325,03;669019526672;10.367,52;99108852682;10.416,84;81844873085;10.339,51;848126085816;10.324,29;356899816477;10.467,04;301693306212
2003-04-05;10.518,11;476514042066;10.325,03;669019526672;10.367,52;99108852682;10.416,84;81844873085;10.339,51;848126085816;10.324,29;356899816477;10.467,04;301693306212
2003-04-06;10.518,11;476514042066;10.325,03;669019526672;10.367,52;99108852682;10.416,84;81844873085;10.339,51;848126085816;10.324,29;356899816477;10.467,04;301693306212
2003-04-07;10.524,27;476153224955;10.328,20;669248341141;10.363,24;99130909419;10.420,06;81767236762;10.336,24;846834323240;10.332,97;357053934469;10.467,27;301732497689
2003-04-08;10.517,57;475907249586;10.313,81;667924383776;10.329,44;98706806644;10.403,72;81632502553;10.321,17;845009849987;10.319,46;355982565236;10.456,62;301438485271
2003-04-09;10.550,45;476260462373;10.347,11;670134548167;10.347,81;98875190507;10.419,20;81755396723;10.350,65;846545026851;10.337,89;356708551208;10.479,47;301093720720
2003-04-10;10.568,45;477455973448;10.341,64;668826994810;10.360,30;98912818769;10.427,02;81747899142;10.352,86;846910032249;10.345,72;357383470416;10.482,62;300875145760
2003-04-11;10.596,19;478351419394;10.358,41;670074023523;10.379,84;99146721086;10.445,37;82018905739;10.369,91;848102739363;10.363,67;358148941295;10.499,36;301415226925
2003-04-12;10.596,19;478351419394;10.358,41;670074023523;10.379,84;99146721086;10.445,37;82018905739;10.369,91;848102739363;10.363,67;358148941295;10.499,36;301415226925
2003-04-13;10.596,19;478351419394;10.358,41;670074023523;10.379,84;99146721086;10.445,37;82018905739;10.369,91;848102739363;10.363,67;358148941295;10.499,36;301415226925
2003-04-14;10.596,45;478401924588;10.362,93;670707689782;10.389,43;99317657816;10.452,03;82173077588;10.373,70;848993323633;10.365,26;358305722883;10.509,48;301804279271
2003-04-15;10.607,47;479040864741;10.363,85;671040475000;10.421,98;99574608426;10.472,35;82411129431;10.380,69;850124642471;10.381,35;359486670261;10.520,34;302242694434
2003-04-16;10.623,72;481909357871;10.369,67;672499639747;10.394,46;98816935156;10.455,94;82405517993;10.371,14;848586596207;10.372,06;359836957096;10.512,15;301962406014
2003-04-17;10.635,89;482566789449;10.378,08;672960605605;10.422,39;99119828341;10.472,74;82546985783;10.384,72;849747424477;10.390,33;360418656559;10.524,37;302289323590
2003-04-18;10.635,89;482566789449;10.378,08;672960605605;10.422,39;99119828341;10.472,74;82546985783;10.384,72;849747424477;10.390,33;360418656559;10.524,37;302289323590
2003-04-19;10.635,89;482566789449;10.378,08;672960605605;10.422,39;99119828341;10.472,74;82546985783;10.384,72;849747424477;10.390,33;360418656559;10.524,37;302289323590
