
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2002-02-13;12.647,81;5987539584;11.107,01;4167368794;21.681,93;610545484;12.341,42;528079577;12.242,96;7081017703;12.262,52;1215925166;12.402,17;1090795475
2002-02-14;12.643,72;5984860416;11.095,35;4098378109;21.664,61;610057708;12.358,21;528798079;12.235,33;7076502822;12.268,54;1216521691;12.411,66;1091701735
2002-02-15;12.660,67;6268823101;11.119,17;4341086790;21.696,37;610951913;12.373,02;529359107;12.257,01;7495808386;12.286,16;1224920207;12.431,93;1093484315
2002-02-16;12.660,67;6268823101;11.119,17;4341086790;21.696,37;610951913;12.373,02;529359107;12.257,01;7495808386;12.286,16;1224920207;12.431,93;1093484315
2002-02-17;12.660,67;6268823101;11.119,17;4341086790;21.696,37;610951913;12.373,02;529359107;12.257,01;7495808386;12.286,16;1224920207;12.431,93;1093484315
2002-02-18;12.662,71;6269831964;11.122,09;4342230181;21.689,19;610749868;12.375,64;529471210;12.262,69;7499284427;12.287,08;1225065941;12.432,30;1093516831
2002-02-19;12.674,74;6275790037;11.124,79;4343346402;21.702,68;611129574;12.380,14;529758012;12.269,87;7503666424;12.294,53;1225873021;12.436,60;1094328961
2002-02-20;12.684,64;6279298285;11.126,20;4343896353;21.714,82;611628060;12.385,29;530255249;12.273,67;7505758712;12.302,27;1226802038;12.443,98;1095063116
2002-02-21;12.688,18;6281050182;11.134,27;4357039627;21.723,73;611930525;12.400,15;530891260;12.280,56;7509970882;12.310,63;1227903497;12.456,60;1096563377
2002-02-22;12.679,64;6278840081;11.148,81;4362728409;21.740,49;612620707;12.403,75;531135968;12.301,99;7523079922;12.321,20;1229129654;12.465,60;1097567491
2002-02-23;12.679,64;6278840081;11.148,81;4362728409;21.740,49;612620707;12.403,75;531135968;12.301,99;7523079922;12.321,20;1229129654;12.465,60;1097567491
2002-02-24;12.679,64;6278840081;11.148,81;4362728409;21.740,49;612620707;12.403,75;531135968;12.301,99;7523079922;12.321,20;1229129654;12.465,60;1097567491
2002-02-25;12.687,89;6285424152;11.156,20;4370719278;21.761,50;613192618;12.420,73;531936341;12.296,02;7519177285;12.325,65;1229573369;12.475,15;1098459848
2002-02-26;12.677,74;6282714649;11.142,99;4365523461;21.746,00;612853089;12.413,30;531618175;12.292,16;7516817155;12.320,88;1229200032;12.471,35;1098215920
2002-02-27;12.703,44;6359017770;11.164,11;4380669260;21.762,87;613710896;12.435,11;532891349;12.309,10;7539264004;12.339,45;1231053340;12.485,41;1099454240
2002-02-28;12.711,04;6418286425;11.144,87;4373122896;21.733,68;612887899;12.428,26;582100472;12.292,01;7527874821;12.330,90;1184926118;12.469,98;1098095851
2002-03-01;12.722,99;6421217604;11.175,11;4384987890;21.772,14;613972522;12.429,65;582165877;12.314,71;7541171415;12.338,18;1185625408;12.476,72;1098688707
2002-03-02;12.722,99;6421217604;11.175,11;4384987890;21.772,14;613972522;12.429,65;582165877;12.314,71;7541171415;12.338,18;1185625408;12.476,72;1098688707
2002-03-03;12.722,99;6421217604;11.175,11;4384987890;21.772,14;613972522;12.429,65;582165877;12.314,71;7541171415;12.338,18;1185625408;12.476,72;1098688707
2002-03-04;12.708,10;6413654136;11.153,18;4376381049;21.752,14;613408501;12.415,10;581484069;12.303,12;7533999807;12.327,27;1184573642;12.456,33;1096893713
2002-03-05;12.678,28;6398257676;11.129,97;4367273758;21.733,28;612876438;12.395,37;580559854;12.270,97;7514306795;12.308,69;1182788605;12.435,13;1095026650
2002-03-06;12.719,97;6419293645;11.160,35;4379196290;21.772,37;613978743;12.412,08;581342551;12.304,29;7534512628;12.328,45;1178998690;12.466,86;1097820638
2002-03-07;12.718,55;6385175221;11.156,99;4377876115;21.764,84;613766642;12.410,48;581267613;12.309,74;7537848491;12.329,89;1179136674;12.470,40;1098132871
2002-03-08;12.771,80;6411912950;11.195,23;4392880557;21.806,29;574735827;12.476,91;584378943;12.337,12;7515382521;12.386,66;1178303804;12.530,20;1103398402
2002-03-09;12.771,80;6411912950;11.195,23;4392880557;21.806,29;574735827;12.476,91;584378943;12.337,12;7515382521;12.386,66;1178303804;12.530,20;1103398402
2002-03-10;12.771,80;6411912950;11.195,23;4392880557;21.806,29;574735827;12.476,91;584378943;12.337,12;7515382521;12.386,66;1178303804;12.530,20;1103398402
2002-03-11;12.773,63;6334180962;11.189,93;4388868919;21.803,17;574653697;12.489,56;582754653;12.341,74;7518679971;12.392,85;1178892352;12.543,63;1105056308
2002-03-12;12.790,62;6342548267;11.194,33;4384616984;21.840,32;573543183;12.510,99;583386263;12.347,34;7527876003;12.404,40;1179958409;12.543,66;1099887514
2002-03-13;12.792,68;6343391364;11.191,39;4383466728;21.840,14;573538355;12.524,71;584025880;12.350,69;7491358353;12.408,75;1180372354;12.549,41;1100391585
2002-03-14;12.811,24;6318736155;11.206,88;4389532179;21.864,64;574181749;12.544,04;584927311;12.368,43;7502048754;12.433,69;1182745039;12.575,23;1081701312
2002-03-15;12.842,40;7090027145;11.259,79;4563225393;21.913,25;626746189;12.545,00;584972301;12.407,70;8169942498;12.452,89;1184570983;12.606,95;1142911619
2002-03-16;12.842,40;7090027145;11.259,79;4563225393;21.913,25;626746189;12.545,00;584972301;12.407,70;8169942498;12.452,89;1184570983;12.606,95;1142911619
2002-03-17;12.842,40;7090027145;11.259,79;4563225393;21.913,25;626746189;12.545,00;584972301;12.407,70;8169942498;12.452,89;1184570983;12.606,95;1142911619
2002-03-18;12.832,26;7084430058;11.214,40;4544833602;21.877,00;625709266;12.542,61;584860450;12.378,61;8225394120;12.445,12;1183831547;12.575,54;1140064112
2002-03-19;12.848,80;7093559031;11.234,99;4580656906;21.895,47;626237606;12.561,39;585736444;12.397,06;8269504867;12.459,61;1185210092;12.590,07;1141381933
2002-03-20;12.849,27;7093819001;11.244,43;4584304655;21.913,88;626857405;12.575,32;586386039;12.411,81;8279005043;12.469,74;1186484766;12.608,33;1143036987
2002-03-21;12.843,61;7090698273;11.251,47;4587176769;21.925,39;627186545;12.544,90;585337850;12.416,74;8282292087;12.453,83;1185107081;12.602,71;1142527855
2002-03-22;12.882,54;7047114838;11.287,47;4601854355;21.971,90;628894981;12.641,08;589825564;12.443,31;8300018903;12.522,79;1191669165;12.664,95;1149212976
2002-03-23;12.882,54;7047114838;11.287,47;4601854355;21.971,90;628894981;12.641,08;589825564;12.443,31;8300018903;12.522,79;1191669165;12.664,95;1149212976
2002-03-24;12.882,54;7047114838;11.287,47;4601854355;21.971,90;628894981;12.641,08;589825564;12.443,31;8300018903;12.522,79;1191669165;12.664,95;1149212976
2002-03-25;12.841,54;7028621077;11.300,12;4639884129;21.993,02;629746210;12.615,24;588787786;12.448,71;8303616650;12.506,94;1190441531;12.665,05;1149687445
2002-03-26;12.831,97;7026049302;11.276,17;4629970404;21.972,70;629415153;12.603,46;588299922;12.431,26;8291980325;12.497,36;1189709233;12.652,45;1148543990
2002-03-27;12.877,03;7045551374;11.267,29;4654992518;21.956,92;629057478;12.639,61;590250053;12.431,23;8308560609;12.525,84;1192420299;12.651,64;1149249455
2002-03-28;12.906,90;7110513814;11.294,28;4709580800;21.971,73;629481839;12.657,87;588077878;12.457,55;8325084894;12.534,40;1193281412;12.669,98;1150914768
2002-03-29;12.906,90;7110513814;11.294,28;4709580800;21.971,73;629481839;12.657,87;588077878;12.457,55;8325084894;12.534,40;1193281412;12.669,98;1150914768
2002-03-30;12.906,90;7110513814;11.294,28;4709580800;21.971,73;629481839;12.657,87;588077878;12.457,55;8325084894;12.534,40;1193281412;12.669,98;1150914768
2002-03-31;12.906,90;7110513814;11.294,28;4709580800;21.971,73;629481839;12.657,87;588077878;12.457,55;8325084894;12.534,40;1193281412;12.669,98;1150914768
2002-04-01;12.898,37;7105817429;11.266,18;4697862918;21.950,04;628860441;12.645,82;587517781;12.445,74;8317190122;12.526,37;1192516298;12.656,37;1149679284
2002-04-02;12.912,39;7113109565;11.285,09;4705696047;21.961,98;629202320;12.658,35;588100008;12.455,71;8323855637;12.539,25;1193742626;12.671,99;1151098123
2002-04-03;12.906,26;7014355733;11.301,22;4712422336;21.982,97;629803604;12.639,00;587200937;12.458,09;8320798296;12.527,06;1192578986;12.670,59;1150970921
2002-04-04;12.941,90;7033669734;11.315,08;4718201490;21.983,47;629817954;12.666,71;588488295;12.471,56;8329797889;12.551,84;1194938108;12.693,23;1153027512
2002-04-05;13.028,10;7080518709;11.414,30;4759575338;22.093,35;632966158;12.769,08;593244537;12.547,99;8380603801;12.643,26;1203641915;12.807,64;1163420076
2002-04-06;13.028,10;7080518709;11.414,30;4759575338;22.093,35;632966158;12.769,08;593244537;12.547,99;8380603801;12.643,26;1203641915;12.807,64;1163420076
2002-04-07;13.028,10;7080518709;11.414,30;4759575338;22.093,35;632966158;12.769,08;593244537;12.547,99;8380603801;12.643,26;1203641915;12.807,64;1163420076
2002-04-08;12.958,78;7042845858;11.339,33;4728314972;22.033,97;631264866;12.713,41;590657933;12.501,25;8349380843;12.588,46;1198421373;12.733,52;1157793932
2002-04-09;12.973,25;7050710342;11.414,08;4759484128;22.121,67;633777331;12.725,88;591237364;12.559,09;8387361442;12.617,95;1194976427;12.783,33;1162322661
2002-04-10;12.989,65;7059620951;11.386,70;4753546229;22.078,95;632049715;12.748,15;592272185;12.534,56;8341034934;12.624,91;1195635716;12.781,87;1157070168
2002-04-11;12.992,79;7061146969;11.450,88;4767531181;22.147,19;634003223;12.791,90;592196345;12.574,03;8346994533;12.663,27;1199245882;12.832,34;1161639205
2002-04-12;12.955,17;7004048368;11.414,44;4752472556;22.105,06;630402809;12.758,64;590656175;12.544,54;8326735453;12.632,86;1196365776;12.788,48;1157414508
2002-04-13;12.955,17;7004048368;11.414,44;4752472556;22.105,06;630402809;12.758,64;590656175;12.544,54;8326735453;12.632,86;1196365776;12.788,48;1157414508
2002-04-14;12.955,17;7004048368;11.414,44;4752472556;22.105,06;630402809;12.758,64;590656175;12.544,54;8326735453;12.632,86;1196365776;12.788,48;1157414508
2002-04-15;12.987,67;7464889833;11.375,65;4817363079;22.076,51;696853850;12.789,58;592087145;12.526,77;8475394225;12.647,61;1222044563;12.785,97;1252937822
2002-04-16;13.012,49;7478856400;11.368,16;4814191021;22.058,36;696281025;12.762,57;590836885;12.530,87;8535270964;12.635,84;1220887008;12.774,29;1251793195
2002-04-17;12.996,34;7466992325;11.376,07;4828325383;22.065,30;696499881;12.758,56;590298267;12.523,02;8526300390;12.632,81;1220593723;12.776,11;1251970784
2002-04-18;13.018,56;7477585466;11.395,49;4836568272;22.093,56;697392176;12.783,08;591526644;12.540,62;8609551243;12.654,95;1222732631;12.799,31;1254347425
2002-04-19;12.968,88;7448427139;11.392,77;4835412766;22.087,57;697253033;12.750,32;590010350;12.541,39;8610084211;12.641,65;1262177213;12.780,30;1252610509
2002-04-20;12.968,88;7448427139;11.392,77;4835412766;22.087,57;697253033;12.750,32;590010350;12.541,39;8610084211;12.641,65;1262177213;12.780,30;1252610509
2002-04-21;12.968,88;7448427139;11.392,77;4835412766;22.087,57;697253033;12.750,32;590010350;12.541,39;8610084211;12.641,65;1262177213;12.780,30;1252610509
2002-04-22;12.938,46;7425266803;11.371,76;4834552848;22.060,48;696580992;12.732,60;589190668;12.529,82;8602138398;12.623,07;1260745351;12.772,58;1252424921
2002-04-23;13.072,41;7497196943;11.478,77;4880045889;22.197,67;701110509;12.835,28;593944662;12.602,28;8651380356;12.714,27;1309392298;12.858,95;1261269499
2002-04-24;13.072,41;7497196943;11.478,77;4880045889;22.197,67;701110509;12.835,28;593944662;12.602,28;8651380356;12.714,27;1309392298;12.858,95;1261269499
2002-04-25;13.008,88;7464238625;11.374,03;4835401887;22.068,16;697202634;12.762,01;591015217;12.534,23;8604667070;12.635,81;1301311532;12.792,55;1254966797
2002-04-26;13.008,39;7468865181;11.374,83;4835743681;22.078,07;697899755;12.774,16;591642474;12.517,20;8592472635;12.633,40;1301094433;12.789,51;1254905173
2002-04-27;13.008,39;7468865181;11.374,83;4835743681;22.078,07;697899755;12.774,16;591642474;12.517,20;8592472635;12.633,40;1301094433;12.789,51;1254905173
2002-04-28;13.008,39;7468865181;11.374,83;4835743681;22.078,07;697899755;12.774,16;591642474;12.517,20;8592472635;12.633,40;1301094433;12.789,51;1254905173
2002-04-29;12.962,60;7439021567;11.418,28;4858140423;22.143,06;700558956;12.764,97;591476838;12.569,27;8645791220;12.645,28;1302590991;12.821,06;1260226146
2002-04-30;12.957,59;7455559466;11.368,97;4855588480;22.095,20;699054482;12.746,98;590759351;12.548,70;8631634945;12.629,14;1300231387;12.788,38;1257014282
2002-05-01;12.957,59;7455559466;11.368,97;4855588480;22.095,20;699054482;12.746,98;590759351;12.548,70;8631634945;12.629,14;1300231387;12.788,38;1257014282
2002-05-02;13.033,42;7499105660;11.376,87;4858964552;22.105,88;699392533;12.771,16;591879936;12.540,71;8619351767;12.652,42;1302628211;12.809,27;1259067269
2002-05-03;13.008,75;7484841962;11.375,61;4858423702;22.127,51;700076741;12.783,00;592428697;12.548,81;8624918046;12.650,27;1302406595;12.807,94;1258936607
2002-05-04;13.008,75;7484841962;11.375,61;4858423702;22.127,51;700076741;12.783,00;592428697;12.548,81;8624918046;12.650,27;1302406595;12.807,94;1258936607
2002-05-05;13.008,75;7484841962;11.375,61;4858423702;22.127,51;700076741;12.783,00;592428697;12.548,81;8624918046;12.650,27;1302406595;12.807,94;1258936607
2002-05-06;13.051,50;7404983030;11.401,68;4869557911;22.148,32;700735165;12.803,66;593386217;12.585,85;8650373008;12.679,34;1305399762;12.840,98;1262183893
2002-05-07;13.036,15;7430447064;11.397,79;4851506757;22.148,46;700739690;12.798,45;593144517;12.555,53;8629395767;12.662,68;1303684207;12.823,91;1260506287
2002-05-08;13.028,09;7419858413;11.408,62;4856117426;22.158,85;701068236;12.796,38;593048510;12.568,76;8638488272;12.663,27;1303745633;12.822,08;1259925944
2002-05-09;13.036,37;7424578699;11.395,61;4850579902;22.144,43;700612061;12.789,51;592730305;12.582,17;8639273219;12.671,82;1298312692;12.828,08;1260516173
2002-05-10;13.075,03;7446452777;11.420,60;4861117648;22.171,62;701472422;12.816,87;591527349;12.608,30;8613671826;12.698,14;1301008850;12.854,71;1257614847
2002-05-11;13.075,03;7446452777;11.420,60;4861117648;22.171,62;701472422;12.816,87;591527349;12.608,30;8613671826;12.698,14;1301008850;12.854,71;1257614847
2002-05-12;13.075,03;7446452777;11.420,60;4861117648;22.171,62;701472422;12.816,87;591527349;12.608,30;8613671826;12.698,14;1301008850;12.854,71;1257614847
2002-05-13;13.070,03;7402712403;11.431,12;4808394225;22.190,19;699193429;12.816,18;591495339;12.623,33;8624498922;12.710,80;1302233899;12.855,59;1257650732
2002-05-14;13.083,65;7410183973;11.422,48;4791568391;22.172,72;698643121;12.814,55;591420182;12.608,23;8613961392;12.701,30;1301260219;12.850,67;1213681074
2002-05-15;13.086,95;7853513091;11.438,07;5252570028;22.192,73;947236396;12.821,64;591745578;12.621,50;9499874802;12.711,07;1371172984;12.861,60;1214708517
2002-05-16;13.106,58;7912877532;11.456,20;5260897602;22.222,86;948522352;12.874,36;594178845;12.657,43;9526919346;12.746,09;1374650024;12.911,96;1219464591
2002-05-17;13.107,17;7911767825;11.456,44;5267207291;22.205,78;947793392;12.865,94;593884391;12.662,26;9530552256;12.744,84;1374515215;12.901,71;1218496325
2002-05-18;13.107,17;7911767825;11.456,44;5267207291;22.205,78;947793392;12.865,94;593884391;12.662,26;9530552256;12.744,84;1374515215;12.901,71;1218496325
2002-05-19;13.107,17;7911767825;11.456,44;5267207291;22.205,78;947793392;12.865,94;593884391;12.662,26;9530552256;12.744,84;1374515215;12.901,71;1218496325
2002-05-20;13.051,52;7879535834;11.421,53;5251484922;22.159,86;945833507;12.780,33;589932852;12.613,22;9493637791;12.683,33;1367881070;12.847,24;1213051623
2002-05-21;13.051,52;7879535834;11.421,53;5251484922;22.159,86;945833507;12.780,33;589932852;12.613,22;9493637791;12.683,33;1367881070;12.847,24;1213051623
2002-05-22;13.087,02;7900973432;11.408,52;5240286405;22.158,35;945865544;12.808,01;591210334;12.594,95;9479893588;12.687,37;1368396420;12.858,38;1214102834
2002-05-23;13.090,69;7902598683;11.421,06;5246045530;22.168,24;946644674;12.818,24;591850761;12.613,64;9492168145;12.707,24;1370576671;12.872,25;1215923118
2002-05-24;13.048,51;7888899710;11.401,40;5240718390;22.133,81;945628129;12.774,21;589876527;12.611,25;9490368749;12.677,12;1367583925;12.842,43;1213295045
2002-05-25;13.048,51;7888899710;11.401,40;5240718390;22.133,81;945628129;12.774,21;589876527;12.611,25;9490368749;12.677,12;1367583925;12.842,43;1213295045
2002-05-26;13.048,51;7888899710;11.401,40;5240718390;22.133,81;945628129;12.774,21;589876527;12.611,25;9490368749;12.677,12;1367583925;12.842,43;1213295045
2002-05-27;13.048,51;7888899710;11.401,40;5240718390;22.133,81;945628129;12.774,21;589876527;12.611,25;9490368749;12.677,12;1367583925;12.842,43;1213295045
2002-05-28;13.052,68;7950128100;11.414,72;5245966522;22.159,33;946718431;12.773,15;590087491;12.609,63;9489145428;12.676,20;1367808140;12.840,86;1214112059
2002-05-29;13.040,17;7949332966;11.378,60;5229368388;22.136,85;946839693;12.765,40;590004770;12.583,59;9469555442;12.655,73;1365639614;12.817,05;1231490576
2002-05-30;13.078,86;7978889391;11.411,76;5248867010;22.181,10;948732444;12.826,78;592841611;12.632,54;9587958602;12.708,51;1371334899;12.855,32;1235643387
2002-05-31;13.080,21;8008251584;11.424,13;5301457138;22.185,14;948905199;12.820,95;592572351;12.609,44;9570419938;12.708,06;1371296480;12.861,89;1236274823
2002-06-01;13.080,21;8008251584;11.424,13;5301457138;22.185,14;948905199;12.820,95;592572351;12.609,44;9570419938;12.708,06;1371296480;12.861,89;1236274823
2002-06-02;13.080,21;8008251584;11.424,13;5301457138;22.185,14;948905199;12.820,95;592572351;12.609,44;9570419938;12.708,06;1371296480;12.861,89;1236274823
2002-06-03;13.141,41;8045683497;11.498,26;5335857975;22.285,35;953191398;12.853,18;594061916;12.654,13;9590881433;12.757,22;1376600208;12.918,76;1241740702
2002-06-04;13.116,83;8030635578;11.469,80;5322650966;22.257,50;952000188;12.837,37;593331018;12.636,20;9562061839;12.734,83;1374184822;12.898,40;1239784204
2002-06-05;13.131,02;7992496173;11.481,51;5326041915;22.263,99;914584721;12.837,97;593358682;12.650,02;9572520258;12.741,89;1374946424;12.905,40;1240434937
2002-06-06;13.095,29;7971739123;11.432,87;5303477998;22.232,03;913271841;12.827,12;592857269;12.619,92;9549743320;12.717,22;1372283896;12.887,21;1235059429
2002-06-07;13.174,28;7943557726;11.491,98;5330899752;22.300,32;916077441;12.879,33;595270697;12.661,49;9581200291;12.769,71;1377943841;12.933,74;1239519056
2002-06-08;13.174,28;7943557726;11.491,98;5330899752;22.300,32;916077441;12.879,33;595270697;12.661,49;9581200291;12.769,71;1377943841;12.933,74;1239519056
2002-06-09;13.174,28;7943557726;11.491,98;5330899752;22.300,32;916077441;12.879,33;595270697;12.661,49;9581200291;12.769,71;1377943841;12.933,74;1239519056
2002-06-10;13.131,85;7917972154;11.446,74;5327409182;22.259,51;914312160;12.854,58;594126397;12.649,31;9529304464;12.740,05;1367092306;12.910,93;1241043174
2002-06-11;13.128,06;7880857221;11.452,02;5337636899;22.258,66;911173062;12.856,29;591753780;12.648,81;9528929167;12.740,25;1367113704;12.919,64;1241880761
2002-06-12;13.217,83;7942283929;11.509,82;5364655128;22.306,25;913121038;12.892,51;593420897;12.710,30;9535829029;12.784,45;1371787618;12.951,16;1181866712
2002-06-13;13.074,12;7871855097;11.426,23;5325691799;22.215,47;909405090;12.826,10;590364182;12.657,17;9491162215;12.713,62;1364186513;12.887,83;1176087337
2002-06-14;13.223,43;8253100687;11.511,39;5585743217;22.318,81;1038106760;12.921,86;632603514;12.719,65;9921993503;12.800,56;1455914929;12.986,63;1218447044
2002-06-15;13.223,43;8253100687;11.511,39;5585743217;22.318,81;1038106760;12.921,86;632603514;12.719,65;9921993503;12.800,56;1455914929;12.986,63;1218447044
2002-06-16;13.223,43;8253100687;11.511,39;5585743217;22.318,81;1038106760;12.921,86;632603514;12.719,65;9921993503;12.800,56;1455914929;12.986,63;1218447044
